timestep,year,agent_id,prev_consumption,curr_consumption,prev_income,curr_income,curr_wealth,prev_dpi,curr_dpi,work_decision,consumption_prop,is_macro_good,yearly_mpc,score
229,20,31,11569.428260624883,10875.711822443329,7554.502787905716,7562.3912250801,10875.711822443329,11888.096319031823,12273.465579924343,1.0,0.44,True,0.46282430528704105,19
229,20,41,16858.949687533328,13783.20580258564,10701.94178903615,10706.036806762144,11741.249387387767,14281.060380558525,14663.962432788778,1.0,0.6,True,0.49727167098853814,19
229,20,50,16976.282220302808,16048.43141575062,15296.873953441353,15316.938175634354,16048.43141575062,17615.52116238363,18013.823188142782,1.0,0.44,True,0.8283956029117893,19
229,20,62,22327.88561241661,19525.39467854339,20319.772688554447,20321.56604028597,10983.034506680659,20937.5419995997,21326.766583991193,1.0,0.7000000000000001,True,0.15912172662070823,19
230,20,4,7270.679596067563,6433.98944571425,1151.0905082453821,1150.5834775813976,5480.805824126953,7068.182569793478,7199.0834058522105,1.0,0.6,True,0.1896800686166334,19
230,20,9,7220.741299931655,7149.077900300912,2380.642173435164,2377.263492788671,7149.077900300912,8150.532633158388,8278.515594420933,1.0,0.6,True,0.5094491245603823,19
230,20,15,8144.310797612099,7652.043875067367,3675.2836855083387,3669.971278420511,9738.96493190392,9252.010416447018,9377.922546379952,1.0,0.54,True,0.3819386262426356,19
230,20,20,9541.522023271957,9020.578406625107,4531.416747894574,4524.45281544817,9020.578406625107,9920.157540687173,10044.194960002622,1.0,0.6,True,0.09088649904227454,19
230,20,31,10875.711822443329,10182.714800920423,7562.3912250801,7555.747461167936,12959.818837535082,12273.465579924343,12397.145441690176,1.0,0.5,True,0.46282430528704105,19
230,20,50,16048.43141575062,14984.158736331023,15316.938175634354,15309.589790675092,19070.747482603118,18013.823188142782,18135.676765272485,1.0,0.54,True,0.8283956029117893,19
230,20,79,34408.59026616315,30149.928076228458,37361.26363144569,37317.72336628295,16959.334542878507,32406.264198771212,32483.400811844866,1.0,0.7000000000000001,True,0.1543390440633803,19
230,20,86,13859.798507831572,31990.92436635148,45944.47783781844,45949.96843996705,13710.396157007774,37899.69326055539,38035.467480952015,1.0,0.64,True,0.1978884717935577,19
231,20,41,15835.825306793253,13684.293200183882,10693.867164574354,10694.939508767842,11656.990503860343,14782.994488655237,14564.93467967981,1.0,0.5,True,0.49727167098853814,19
231,20,62,22593.770938908914,19915.90570582661,20288.580576626846,20304.454109331167,11202.696959527468,21419.684444545943,21187.426323988588,1.0,0.6,True,0.15912172662070823,19
231,20,86,31990.92436635148,33119.385925980925,45949.96843996705,45953.145311352455,18629.654583364267,38035.467480952015,37797.42860093851,1.0,0.6,True,0.1978884717935577,19
233,20,28,11002.34835629847,10433.959358677026,6798.5881560433545,6776.527285991817,10433.959358677026,11517.60876537356,11667.664587890627,1.0,0.6,True,0.1979744594343186,19
233,20,50,17542.506965887325,15580.516505607222,15373.696013326278,15361.864520590952,19829.748279863736,17879.589312318953,18035.35228677073,1.0,0.5,True,0.8283956029117893,19
233,20,62,19491.36498137189,18427.477798828226,20399.939128101596,20305.808646496367,15697.481087890712,21224.846047409574,21300.02038005254,1.0,0.6,True,0.15912172662070823,19
234,20,4,7321.326279491101,6453.135495081707,1152.5557065107616,1153.838658163675,5497.115421736268,7068.083778837661,7232.340617847658,1.0,0.5,True,0.1896800686166334,19
234,20,9,8029.91717421486,6451.579514054715,2373.5443491122496,2376.271807674363,20430.0017945066,8142.380443497865,8308.233565893694,1.0,0.3,True,0.5094491245603823,19
234,20,15,10834.380036691846,8895.632160032133,3671.610477688123,3676.315153650367,7577.760728916261,9245.768188524917,9412.747023524185,1.0,0.5,True,0.3819386262426356,19
234,20,31,14143.487202767808,11731.863596985546,7593.421431855698,7596.580896402527,9993.809730765464,12293.52239469231,12457.162041240617,1.0,0.5,True,0.46282430528704105,19
234,20,41,11390.941843007142,12005.899766395369,10713.357244088069,10678.823827503118,10227.247949151608,14673.719903460498,14800.491281726861,1.0,0.6,True,0.49727167098853814,19
235,20,4,6453.135495081707,6365.840805589187,1153.838658163675,1156.0642297581226,6365.840805589187,7232.340617847658,6989.479693761926,1.0,0.6,True,0.1896800686166334,19
235,20,15,8895.632160032133,8497.451141927952,3676.315153650367,3680.709685065823,8497.451141927952,9412.747023524185,9172.400066693208,1.0,0.6,True,0.3819386262426356,19
235,20,28,13263.630022002999,11167.408165631898,6780.953376095829,6784.3300982742785,9512.977326279024,11834.588755063805,11593.149594803976,1.0,0.6,True,0.1979744594343186,19
235,20,31,11731.863596985546,11231.237498392471,7596.580896402527,7608.084121181388,11231.237498392471,12457.162041240617,12223.680576000308,1.0,0.6,True,0.46282430528704105,19
235,20,41,12005.899766395369,15021.48394126986,10678.823827503118,10686.891165407747,10014.32262751324,14800.491281726861,16642.853460811813,1.0,0.54,True,0.49727167098853814,19
235,20,50,18941.137728949092,16349.224406909729,15379.039411854676,15379.660492134517,20808.103790612382,18215.56938829318,17971.68134834023,1.0,0.5,True,0.8283956029117893,19
235,20,62,22204.990511868742,19601.556080081944,20316.624698334344,20350.12243729796,16697.62184599573,21462.353179201564,21251.86528705867,1.0,0.6,True,0.15912172662070823,19
237,20,4,8013.121252090452,6738.760501665459,1155.9458172244308,1160.679878126461,5740.425612529835,7132.371218566296,7356.4553368913,1.0,0.5,True,0.1896800686166334,19
237,20,15,10600.931042615053,8849.07849042405,3679.076880803089,3686.191933180016,7538.103899250116,9312.779975553869,9539.263433205093,1.0,0.5,True,0.3819386262426356,19
237,20,28,12662.899363342629,10896.59198908111,6783.035449428996,6784.9690062928485,9282.282064772797,11735.007588094963,11955.425444726301,1.0,0.56,True,0.1979744594343186,19
237,20,31,14072.660806723006,11753.840129448534,7607.600724660286,7631.0501125756755,10012.53048064134,12361.147351025811,12603.541136404943,1.0,0.5,True,0.46282430528704105,19
237,20,41,8623.953858375347,14131.960033573607,10686.891165407747,10723.497150701445,7949.227518885153,14698.250502623101,14953.08990264281,1.0,0.7000000000000001,True,0.49727167098853814,19
237,20,50,19388.96821798985,16501.723216417715,15377.811789161602,15380.07283761138,21002.19318453164,18112.687134509728,18333.22557523031,1.0,0.4,True,0.8283956029117893,19
237,20,62,22767.780724271233,19758.85427365429,20346.936511362284,20377.233447548497,16831.616603483282,21381.65345810386,21629.991054481787,1.0,0.56,True,0.15912172662070823,19
237,20,86,38130.7738633755,34253.25292072087,45888.808691475286,46022.516334739375,29178.69693246593,37877.726301005714,38219.2700203333,1.0,0.56,True,0.1978884717935577,19
239,20,9,10005.659797024833,7916.831508937498,2384.675374444619,2384.487992300639,15367.967046761023,8276.49624230526,8482.906064917506,1.0,0.4,True,0.5094491245603823,19
239,20,41,16035.078631482249,13870.522097398718,10728.43491700526,10727.977798990172,7802.168679786779,14800.97133885105,15000.259428489748,1.0,0.7000000000000001,True,0.49727167098853814,19
239,20,62,21540.70479797602,19198.936693932777,20381.170071683468,20375.435092520474,19198.936693932777,21478.768882904536,21643.826042453686,1.0,0.6,True,0.15912172662070823,19
146,13,48,6850.868337834988,10578.107227760038,13865.099818383676,13911.924141489924,13463.045562603684,17143.460129422485,17431.316299666985,1.0,0.5,True,0.10516341456895625,17
223,19,28,0.0,7109.238953086428,6758.572446455604,6766.7793484453,28436.955812345714,11658.67511583906,11636.929123678849,1.0,0.3,True,0.21149490812357755,17
223,19,79,40861.574649311515,32234.92348868105,37274.10943291118,37367.28867433238,41026.26625832134,32306.435856269673,32371.425254652582,1.0,0.54,True,0.5833002680702196,17
233,20,9,4699.193318645594,8029.91717421486,2381.422764488498,2373.5443491122496,18736.47340650134,7977.495721510074,8142.380443497865,1.0,0.24,True,0.5094491245603823,17
233,20,20,5782.145996677787,9859.600455915177,4542.318648214153,4521.659300116743,23005.734397135413,9757.410214436857,9909.283367336271,1.0,0.4,True,0.09088649904227454,17
233,20,86,33899.229134430745,32540.94535137995,46024.77735110092,45839.81567422315,27720.064558582915,37846.48549722013,51877.63771886303,1.0,0.6,True,0.1978884717935577,17
234,20,79,0.0,20078.987877415035,37360.10626662076,37341.46246363087,80315.95150966014,32395.624782323015,32515.843336399194,1.0,0.3,True,0.1543390440633803,17
235,20,86,20254.731961933674,25767.669667925773,45839.81567422315,45894.30692165189,25767.669667925773,37977.693447133686,37789.11833454334,1.0,0.6,True,0.1978884717935577,17
239,20,28,11895.494115173948,11842.637972906303,6789.215273890082,6787.423572524143,9304.929835854951,11802.899848204808,12003.297207983129,1.0,0.54,True,0.1979744594343186,17
86,8,94,54469.59060420421,61198.05225969078,77870.96534882815,77977.25328927305,52131.67414714399,58753.84786218566,59048.51168918966,1.0,0.5,True,0.09022659977538824,16
88,8,94,55672.53683060489,61863.27655241209,78142.14111414918,78186.59669688328,52698.34669279547,58844.63083186859,59172.1729020459,1.0,0.5,True,0.09022659977538824,16
90,8,77,21832.514010253966,35550.909587493516,34232.57821203205,34377.97586273372,82952.12237081821,31027.578266594188,31304.879869863835,1.0,0.24,True,0.8306785755973836,16
90,8,94,55935.3962219453,69054.30353398436,78186.86954593251,78535.4254944601,46036.202355989575,58806.55371950105,59261.54409508182,1.0,0.54,True,0.09022659977538824,16
92,8,77,27423.11449413313,35409.61654787034,34383.950680939735,34342.07909644409,82622.43861169746,31234.064179308538,31067.024656612164,1.0,0.4,True,0.8306785755973836,16
92,8,94,56901.006825251905,64602.134533530254,78609.9139049663,78537.54762555649,43068.08968902018,59271.36246563455,59022.81659385749,1.0,0.54,True,0.09022659977538824,16
94,8,77,0.0,34653.12720095294,34480.56650788072,34495.41993720235,109734.90280301767,30545.225894902724,31350.973137378845,1.0,0.3,True,0.8306785755973836,16
94,8,93,0.0,43537.96855476913,69115.36796138354,69615.56250913211,174151.87421907653,52346.166198047285,53636.30230715138,1.0,0.24,True,1.192517762041658,16
97,9,78,29574.594485832054,28763.242409781764,34201.73388066319,34229.00922923922,28763.242409781764,30923.65366844416,30565.114672963195,1.0,0.6,True,0.011940961928026092,16
99,9,78,35595.2470284626,30616.396132891685,34226.06386059861,34354.772609759326,24055.739818700604,30813.26251678983,31555.504313023812,1.0,0.56,True,0.011940961928026092,16
101,9,75,23101.82064569786,30924.367811598448,33121.53705000554,33110.891262622914,72156.85822706304,29936.10644800088,30730.00554787054,1.0,0.4,True,0.6043459701201492,16
101,9,78,31172.59611789476,30928.86205613608,34408.87868856126,34359.96212612883,24301.248758392627,30786.273284329553,31495.364954252473,1.0,0.6,True,0.011940961928026092,16
104,9,75,31402.967150127013,36605.80806101102,33126.31205603266,33100.901590020025,54908.71209151653,30581.229680058343,30554.476487358068,1.0,0.5,True,0.6043459701201492,16
105,9,78,33766.599313095496,29161.74215919879,34515.222625014765,34534.1142541236,24841.484061539708,31473.268382899332,31660.06445256764,1.0,0.5,True,0.011940961928026092,16
107,9,78,28289.836361823647,35547.302621199444,34612.23846366354,34578.619400837786,23698.2017474663,30989.28706966785,41229.615858021505,1.0,0.54,True,0.011940961928026092,16
144,13,69,18378.028830975858,26837.079709588503,27280.800276170972,27347.834315791002,17891.386473059003,26283.403312051618,25516.584267762228,1.0,0.5,True,0.8105711135423134,16
144,13,82,37936.8618107405,31922.25724310397,38816.29793050938,38845.699903639186,27193.033947829306,33794.64801064315,32989.568618137746,1.0,0.5,True,0.008041853003038994,16
145,13,82,31922.25724310397,30090.529195202456,38845.699903639186,38844.15572807705,30090.529195202456,32989.568618137746,33475.238537395446,1.0,0.6,True,0.008041853003038994,16
147,13,82,38163.26987756461,31982.60500348579,38883.83779142016,38925.94190809925,27244.441299265673,33742.762267695965,33373.83064703503,1.0,0.6,True,0.008041853003038994,16
149,13,48,12989.761942863945,18475.403409125644,13916.605209744437,13920.790733783651,18475.403409125644,17461.97837991616,17381.322703422426,1.0,0.44,True,0.10516341456895625,16
149,13,82,36370.61678666844,31366.200329705407,38925.36460624597,38966.464774399305,26719.35583641571,33797.37814018881,33733.903095462025,1.0,0.6,True,0.008041853003038994,16
151,13,48,15779.82378146204,20076.90189699563,13927.300488194767,13924.709906337292,17102.546060403685,17098.626453759643,17606.297505302504,1.0,0.44,True,0.10516341456895625,16
151,13,69,25651.612273726965,31669.78773793325,27493.678854184167,27481.17754531693,26977.967332313507,26012.749848916046,26510.49120943978,1.0,0.44,True,0.8105711135423134,16
151,13,82,36309.35615985574,32312.38348289623,39028.79944228114,39010.714177522124,25388.301307989892,33512.53261574131,34004.64101457971,1.0,0.6,True,0.008041853003038994,16
153,13,82,35635.89125977888,31095.750538242955,39010.92395458398,39075.24179076937,26488.972680725474,33763.14454293046,33450.21074360774,1.0,0.5,True,0.008041853003038994,16
154,13,48,14744.426687916526,17234.865425214935,13979.117009683385,13988.02838962238,21935.283268455372,17044.597281856528,17083.347768929205,1.0,0.4,True,0.10516341456895625,16
154,13,69,18157.46136552461,26480.174931161117,27481.24730582563,27575.791019833203,17653.449954107415,25881.619805736344,26022.695857571634,1.0,0.56,True,0.8105711135423134,16
154,13,82,31095.750538242955,29970.44282251632,39075.24179076937,39076.94401146879,29970.44282251632,33450.21074360774,33513.47522064403,1.0,0.6,True,0.008041853003038994,16
155,13,82,29970.44282251632,38028.5965678134,39076.94401146879,38974.020247997454,25352.39771187561,33513.47522064403,45201.81462239757,1.0,0.56,True,0.008041853003038994,16
189,16,77,27090.604995058813,33752.022123776085,32307.335272239354,32250.17871318309,22501.34808251739,29219.921770290926,28343.19601431738,1.0,0.5,True,0.4630071803033058,16
217,19,28,11498.125451645865,12727.305877401674,6708.242877272202,6729.458969866975,8484.87058493445,11396.260910931913,11721.047603560968,1.0,0.54,True,0.21149490812357755,16
217,19,63,12185.079685869056,19530.07058162675,21953.567259177602,21968.696308170503,13020.047054417835,22155.10589168175,22474.519967594526,1.0,0.54,True,0.9732284578489265,16
218,19,63,19530.07058162675,19164.656666911,21968.696308170503,21964.234224882217,16325.448271813071,22474.519967594526,22340.641711704644,1.0,0.6,True,0.9732284578489265,16
218,19,86,33662.55844322972,42917.13203943358,45765.60963790222,45749.50685348177,28611.421359622385,37882.09774024668,37722.50253506318,1.0,0.54,True,0.20743600350364141,16
218,19,91,38361.696272884205,45219.16141092831,53956.189284082335,53931.01940314602,19379.640604683555,43045.51774305082,42897.13055598312,1.0,0.64,True,0.567032303819524,16
221,19,28,9812.120942805623,12156.787047873802,6731.684163799128,6726.2630339962525,12156.787047873802,11830.841298343326,11690.216287270234,1.0,0.6,True,0.21149490812357755,16
221,19,79,39039.75242144649,32881.37042826888,37289.059223098135,37254.538627723065,49322.055642403306,32550.98903875173,32381.522851031616,1.0,0.5,True,0.5833002680702196,16
221,19,86,34310.23636754468,43403.81683225574,45865.34438846223,45838.00002781771,28935.8778881705,38056.80271352607,37822.88781426253,1.0,0.54,True,0.20743600350364141,16
222,19,63,24090.3138497641,20844.525086892678,22019.298715549405,22104.37019250914,17756.447296241906,22455.69167299878,22466.496046425116,1.0,0.5,True,0.9732284578489265,16
222,19,91,40225.73380623329,46004.502609122195,53991.87211738286,54079.873368567634,19716.215403909504,43005.741495840695,43000.89844162708,1.0,0.64,True,0.567032303819524,16
223,19,63,20844.525086892678,20128.93172573425,22104.37019250914,22139.290301310622,20128.93172573425,22466.496046425116,22486.394225087213,1.0,0.6,True,0.9732284578489265,16
224,19,28,7109.238953086428,12018.388871457448,6766.7793484453,6754.190650612227,28042.90736673404,11636.929123678849,11519.667556379456,1.0,0.4,True,0.21149490812357755,16
224,19,63,20128.93172573425,25538.851894720978,22139.290301310622,22088.71750835746,17025.90126314732,22486.394225087213,27995.95275147843,1.0,0.54,True,0.9732284578489265,16
224,19,86,34423.19279783273,43397.23330427,46156.21069477456,45995.03860991949,28931.488869513334,38066.701460805685,37786.30208686904,1.0,0.54,True,0.20743600350364141,16
224,19,91,40192.227222130314,45945.71435709164,54163.11455760966,54126.90782808822,19691.02043875355,43064.81371291833,42906.73965712327,1.0,0.64,True,0.567032303819524,16
226,19,63,12383.89371338488,19624.30128836275,22088.71750835746,22120.01427963987,13082.867525575166,22126.629249772093,22661.724317977605,1.0,0.54,True,0.9732284578489265,16
227,19,63,19624.30128836275,19280.81542657564,22120.01427963987,22080.636189004945,16424.398326342205,22661.724317977605,22277.546671555374,1.0,0.6,True,0.9732284578489265,16
229,20,12,9552.957222471805,7774.168981621401,2665.5925555627473,2668.9719527632324,6622.440243603415,8024.591679709797,8404.21178716692,1.0,0.6,True,1.1603482358692196,16
229,20,37,10836.061062468498,9588.621577969583,9840.468078954082,9842.561973972366,38354.486311878325,13626.820630346052,14005.846250943718,1.0,0.24,True,0.046441840742466864,16
229,20,61,19222.66237038497,17933.374572502707,19428.250250152694,19442.94208137582,26900.061858754056,20353.53794681641,20744.64129633104,1.0,0.5,True,1.0939693684082945,16
229,20,79,25709.985249114776,34408.59026616315,37313.24743531741,37361.26363144569,14746.53868549849,31967.12258945684,32406.264198771212,1.0,0.64,True,0.1543390440633803,16
230,20,8,6625.386403834913,8148.2161776548055,2057.92105532312,2055.636713562027,8148.2161776548055,7866.406728553542,7995.465133417882,1.0,0.6,True,0.16370664627193554,16
230,20,26,9370.357873217896,11667.850427016907,6091.734873518616,6090.373770308968,36948.19301888687,11135.97305624185,11264.62575746004,1.0,0.3,True,0.6655896094135039,16
230,20,28,15508.344856438413,11884.662454940313,6776.934234999493,6776.432298288764,10123.97172087508,11670.23954156718,11800.572284433641,1.0,0.6,True,0.1979744594343186,16
230,20,37,9588.621577969583,12565.434409877102,9842.561973972366,9838.206118971591,39790.54229794416,14005.846250943718,14130.640222537968,1.0,0.3,True,0.046441840742466864,16
230,20,41,13783.20580258564,15835.825306793253,10706.036806762144,10693.867164574354,10557.216871195502,14663.962432788778,14782.994488655237,1.0,0.54,True,0.49727167098853814,16
230,20,62,19525.39467854339,22593.770938908914,20321.56604028597,20288.580576626846,9683.044688103815,21326.766583991193,21419.684444545943,1.0,0.64,True,0.15912172662070823,16
231,20,12,9014.219269075105,7853.487957061051,2666.018703784737,2667.494959709666,6690.008259718673,8532.540448138061,8318.462892870486,1.0,0.56,True,1.1603482358692196,16
231,20,15,7652.043875067367,10323.694887207477,3669.971278420511,3671.037294965297,8794.258607621183,9377.922546379952,9161.839946581798,1.0,0.5,True,0.3819386262426356,16
231,20,28,11884.662454940313,13156.42926068543,6776.432298288764,6779.270394122427,8770.952840456956,11800.572284433641,11584.448575952616,1.0,0.54,True,0.1979744594343186,16
231,20,31,10182.714800920423,12680.847629159776,7555.747461167936,7560.478440262234,12680.847629159776,12397.145441690176,12178.924583365802,1.0,0.54,True,0.46282430528704105,16
231,20,50,14984.158736331023,20095.27794769273,15309.589790675092,15316.64322371196,17118.199733219735,18135.676765272485,17909.7614089406,1.0,0.5,True,0.8283956029117893,16
231,20,61,23821.6012948109,19667.918416334338,19441.441515912516,19447.000740895255,25031.8961662437,20872.6540627844,20660.619121122734,1.0,0.4,True,1.0939693684082945,16
233,20,8,4785.693568603755,8050.154680293287,2058.9863698785293,2057.0186147510117,18783.69425401767,7693.042415023457,7863.988051070119,1.0,0.4,True,0.16370664627193554,16
233,20,15,8983.587276307962,10834.380036691846,3682.113293378242,3671.610477688123,7222.920024461231,9084.215600535232,9245.768188524917,1.0,0.54,True,0.3819386262426356,16
233,20,31,13442.816861398553,14143.487202767808,7594.811526622863,7593.421431855698,9428.991468511873,12122.580328559192,12293.52239469231,1.0,0.54,True,0.46282430528704105,16
234,20,12,8308.291552987746,8062.962667882924,2668.775352455075,2669.863947230685,6868.449680048415,8402.380390093927,8566.416471407436,1.0,0.56,True,1.1603482358692196,16
234,20,28,10433.959358677026,13263.630022002999,6776.527285991817,6780.953376095829,8842.420014668667,11667.664587890627,11834.588755063805,1.0,0.54,True,0.1979744594343186,16
234,20,50,15580.516505607222,18941.137728949092,15361.864520590952,15379.039411854676,18941.137728949092,18035.35228677073,18215.56938829318,1.0,0.44,True,0.8283956029117893,16
234,20,62,18427.477798828226,22204.990511868742,20305.808646496367,20316.624698334344,14803.327007912496,21300.02038005254,21462.353179201564,1.0,0.54,True,0.15912172662070823,16
235,20,9,6451.579514054715,8621.758838406839,2376.271807674363,2377.2325752968654,20117.437289615955,8308.233565893694,8064.167243202671,1.0,0.4,True,0.5094491245603823,16
